Entity,Year,Liver,Breast,Stomach,Colon,Brain and nervous system,Leukemia
Iceland,2005-05-15,9.942062811834628,36.85201070860967,28.725127205215998,51.62875563539962,19.284524284861746,25.195910843082327
Iceland,2010-10-13,11.495310860537419,35.55003422656961,28.19727787972021,54.275758447112416,21.09090066961331,27.274519807462443
Iceland,2015-06-08,14.509379204620373,38.58253332369043,28.115962380575517,61.45072184966419,24.167310356038698,27.218187173731852
Iceland,2017-07-07,16.139687840479592,38.49513726697877,27.800206201360112,64.48095480716479,25.017072810710285,27.354230249020794
India,2000-02-11,16184.877347896456,35921.85682971623,57735.39397054117,33339.45422901346,17265.783271329237,30383.99705235753
India,2005-05-15,19745.95675435559,40957.10256103284,58450.21859304575,38547.62445962947,17625.82993738531,31776.222064136666
India,2010-10-13,25849.589188890648,51804.28098121046,68338.81667835357,48821.831990483304,20515.23593915523,36043.842828178764
India,2015-06-08,32549.265827513525,71870.27715814224,78115.77242517383,62240.84218419419,24551.452717255386,37212.742280232545
India,2017-07-07,35482.93718426145,80223.61043344924,81573.17836645289,68595.5497136263,26590.18230132709,39356.21385117496
Indonesia,2000-02-11,10014.322882007804,13114.39795673492,12303.195514956027,9159.406133580143,5055.204050483362,9156.802325763978
Indonesia,2005-05-15,11594.289041075172,14427.593271680818,13198.168197111345,10396.270009663964,5538.254770388906,10152.553329276352
Indonesia,2010-10-13,13361.644183497132,15490.272399435176,14037.227439743401,11533.812159707259,6000.669528584825,10945.20568678574
Indonesia,2015-06-08,15602.287271822988,16781.63324253074,14787.90046252876,13140.212816836893,6511.417624509929,11520.358326512896
Indonesia,2017-07-07,16751.09299937683,17518.857043775453,15210.273124947167,14064.38650012458,6803.19326427784,11906.024625453389
Iraq,2000-02-11,478.3764269235753,1401.5076517411817,761.2729076760753,703.1681940752349,1015.833644088468,1215.3819831371982
Iraq,2005-05-15,512.0482058921933,1469.9572054409534,702.8143262630127,734.6783429992956,1091.2883571429581,1286.44756314571
Iraq,2010-10-13,587.2120581164178,1466.6449523957588,662.9452892642603,788.2771279317834,1137.9520929911632,1257.8878041963444
Iraq,2015-06-08,730.6683229184624,1399.5489483439728,636.0344565474015,908.7154125677292,1255.6813243058834,1299.1185058579526
Iraq,2017-07-07,763.8947280742904,1489.5976037819687,660.6835489423048,982.1983458500353,1311.4251871071726,1361.4272582187155
Ireland,2000-02-11,143.0493931436034,688.4437793146678,513.6324191632353,1009.0786107358612,215.08654293588157,406.5025049316203
Ireland,2005-05-15,169.3464316598724,682.9444653286731,457.15752563750686,1010.1172584580644,227.7267189932001,410.7956352188049
Ireland,2010-10-13,215.5288560932941,679.1822843262682,458.433998894358,1030.670485534728,243.47215307790626,413.23963743108453
Ireland,2015-06-08,261.5612266562279,757.122408745743,456.4853464363839,1120.2345737979306,272.48542752476044,383.8631902168152
Ireland,2017-07-07,263.2255493739652,755.2745139345927,463.1616145313639,1164.3348809454078,280.12931817338824,395.1999010690547
Israel,2000-02-11,233.7606947894715,1096.3842732493467,686.7220393814657,1522.6479281099307,314.82332322684437,585.2438017024483
Israel,2005-05-15,270.0600593960504,1114.1153456648724,662.83791459436,1515.4899435614027,365.7057254635103,646.5171339212775
Israel,2010-10-13,295.93465324388353,1111.4685039988983,654.328488775134,1553.0624165844658,406.0175006033508,699.6722855867413
Israel,2015-06-08,365.6696159606048,1157.4179786468308,655.6382356777148,1579.3824517745818,462.8172431260598,664.1887877947486
Israel,2017-07-07,375.52944074370765,1208.886755907974,663.3543843500803,1658.162055105094,476.0204067287638,693.1765890558368
Italy,2000-02-11,10380.930355280732,12544.296574403557,14518.04522394419,18672.09099377252,3138.1820310422063,6425.030036414229
Italy,2005-05-15,9911.556278633769,12649.040765512622,12762.222116883078,20913.690961917357,3442.2390923437224,7121.5960366232275
Italy,2010-10-13,9963.229797674392,13132.797228526091,12388.812483726228,21901.22005877087,3766.9805722354345,7699.867301619205
Italy,2015-06-08,10659.226438579704,13758.409868376177,12595.552628715119,21446.33711213596,4118.466750428256,7842.925072115664
Italy,2017-07-07,10615.627363319274,13012.924712576021,12117.160775393826,20981.84711149718,4035.875217502674,7631.497111330814
Japan,2000-02-11,35697.114729823734,10668.178830338675,53909.65636920684,39645.76969120573,1731.5748504959681,7749.3576044278525
Japan,2005-05-15,36084.6901280402,12609.92566120073,55347.58007454113,45197.86809739282,2128.4678210045486,8547.513791125077
Japan,2010-10-13,34394.69167769021,14210.792088599412,55679.89648135299,50299.63142680162,2723.708569135197,9360.042350321011
Japan,2015-06-08,32793.179901190735,14750.105669974084,53946.750773948006,54989.863354603134,3191.869558636191,9717.692684409927
Japan,2017-07-07,31969.938226339487,14512.408659660205,55884.502838110115,57306.746739912225,3101.475480330734,9863.84602971835
Jordan,2000-02-11,47.871368736417104,241.6761478514888,120.96525832461882,193.7076474788355,82.99107868895794,249.16345013699402
Jordan,2005-05-15,64.14080894827063,305.42906414989665,134.21255040670735,240.66875910613925,95.4056866843095,282.9911224958193
Jordan,2010-10-13,86.72291883566284,333.95473029373983,150.61413247818768,334.86224984295836,116.66059461286909,308.9961883485067
Jordan,2015-06-08,124.70054577491287,437.5812944137545,191.14064525889546,466.35690291528465,159.76995153250553,391.65701266135727
Jordan,2017-07-07,142.9062520365489,490.7049950660783,217.27164349656962,535.11192847807,178.44806138749462,435.1044633193908
Kazakhstan,2000-02-11,1344.4528069032472,1332.4871807699574,2902.387711441891,1640.835127078166,170.20905401861603,600.0180653165708
Kazakhstan,2005-05-15,1120.5222566332623,1479.6141033420347,2819.718248815404,1757.8907553414929,379.5846776757686,631.5521795163095
Kazakhstan,2010-10-13,958.7459573436078,1495.9412638232766,2508.088551963489,1833.793223426178,462.7765401956007,609.0462419935567
Kazakhstan,2015-06-08,865.7994875997656,1347.2793466373635,2148.5776327727103,1742.5493855351485,455.3451418199716,566.2374569530016
Kazakhstan,2017-07-07,971.723933087392,1380.2366086558636,2181.7377377119324,1807.059606896,459.31667194414916,580.3940430662602
Kenya,2000-02-11,682.5106211331289,927.7848977749522,1229.5024587503365,843.3232523420157,314.1874556768769,479.5127201656919
Kenya,2005-05-15,849.6852523535878,1051.5354900911666,1440.3825664359308,1059.3360045606385,368.9658332442727,560.9586965269177
Kenya,2010-10-13,1050.94412629829,1296.2712093446617,1694.7597883236276,1242.7013656599875,427.5648137297689,703.8617019015863
Kenya,2015-06-08,1187.5073529413435,1595.2848718935907,1828.861374918346,1497.1252093247574,475.3333700716435,776.5938296198414
Kenya,2017-07-07,1271.0245763153625,1735.0896416563226,1913.1934791886292,1617.611473252787,510.7485647860875,823.7302138506993
Kiribati,2000-02-11,5.718462230493598,5.082065180003927,5.574642309513111,3.6799151341017984,0.6595238705173857,2.6091994245240566
Kiribati,2005-05-15,6.467645472965574,5.827190367057617,6.142828096196905,4.234292622596537,0.7221565708154418,2.7993748597548587
Kiribati,2010-10-13,7.195975908198049,7.0174263930013465,6.91871967009042,4.919546255352062,0.8589172618949037,3.249475611386984
Kiribati,2015-06-08,7.841991037649445,8.190200589167596,7.239249457737183,5.503634354068575,0.9369432309645812,3.472265153421564
Kiribati,2017-07-07,8.088155291339056,8.566110134669646,7.3276831737739965,5.7390581586141645,0.9744693174015534,3.565707636429868
Kuwait,2000-02-11,43.198552347843815,59.66040479454564,32.013014818389266,51.300353208834544,22.405513087098427,56.80168112680212
Kuwait,2005-05-15,50.694716607829925,74.9542231582043,36.24645704044383,70.28414845399736,27.440275835276235,67.54912420638296
Kuwait,2010-10-13,57.37529431312417,95.97601777678976,37.911685117010585,90.42656837563524,37.40341786062565,75.4512522241193
Kuwait,2015-06-08,78.02226217485074,104.93517548311722,42.834997597660994,114.12300603307271,51.26990104559874,77.97539095166677
Kuwait,2017-07-07,94.12103991372948,117.90452763989592,47.70677586102804,131.26119501704952,58.605010057808705,88.5789441521947
Latvia,2000-02-11,120.4351386704336,405.57164480236594,663.7140410092591,644.026256497285,138.21007550490586,206.8661149344829
Latvia,2005-05-15,143.6955834933188,440.1245252559538,651.0856377125523,735.9941055963217,159.00336705842628,207.30490176202872
Latvia,2010-10-13,143.91655800277442,443.7930433129266,568.7163749392877,744.0861417531756,157.6027996775248,202.5314785996869
Latvia,2015-06-08,141.54994852434626,412.94626167289687,506.89952245867914,723.2022681130322,146.6495571122151,198.03858446887483
Latvia,2017-07-07,143.2652573921648,395.51756171909904,488.6104345815376,714.1490730319513,143.668242494408,192.7225679667577
Lebanon,2000-02-11,100.91009075338278,471.89436330516617,262.85121084055856,350.1419892839213,148.53576492157498,308.2614911646919
Lebanon,2005-05-15,114.05399517550478,572.7513936803922,270.46716724990955,434.03842180051873,156.82011592983008,330.6195926716505
Lebanon,2010-10-13,138.28218883286397,697.5766409483355,297.04197106088844,546.43284134873,188.55492997789585,377.37326525790786
Lebanon,2015-06-08,173.28396357164704,901.7715707669597,326.9945804323564,687.0097803871488,249.85455531361058,476.57441144877686
Lebanon,2017-07-07,186.77109214788067,976.7635264079486,343.21620808226226,741.4862718527028,267.4550297381942,505.624263736123
Lesotho,2000-02-11,129.49681876769785,126.66771745573729,123.57944685111273,98.58463313523909,21.837287421710567,63.78107733761201
Lesotho,2005-05-15,137.9077234186734,151.79603565803146,132.4784238009075,111.56158558726038,26.07704383899764,69.17026271735429
Lesotho,2010-10-13,138.0325735640011,148.84678230167367,126.67975267373751,108.47404271972964,27.02540154226759,64.66707792118
Lesotho,2015-06-08,135.1376271156633,157.72749796619138,121.90791828737731,114.22834212371666,28.86829221961729,64.92682528430186
Lesotho,2017-07-07,127.19883710065024,147.87491263447072,114.48130141571764,110.2091048211167,27.81093682110741,61.47515470469228
Liberia,2000-02-11,297.1269179866522,90.09089991548979,144.82141148835487,90.67643156095792,18.280869673770066,56.829807287333175
Liberia,2005-05-15,294.3426584584531,100.89504951768215,150.3906564787069,101.12324534057082,20.30351402173217,58.203295738613605
Liberia,2010-10-13,275.5787887212108,129.81787472994353,172.22372823587432,121.19004949589338,26.00442002119212,70.07373619885811
Liberia,2015-06-08,299.4736969987052,163.1445634274418,187.64550991328312,139.93796472998207,32.652324880122535,83.48761391554291
Liberia,2017-07-07,309.2255428432214,177.1527091369743,196.48718090994538,148.2661157733327,34.241990283209766,86.35914991237631
Libya,2000-02-11,142.41780594249306,187.53278422177917,166.48711631110686,308.503546881985,171.35617720340608,238.25447022264726
Libya,2005-05-15,164.21978775974486,221.30052594239456,184.1168015064964,353.6996170299195,194.82552338148244,261.5714293918499
Libya,2010-10-13,220.78455658314914,302.3729982150407,218.9966184695286,482.4898404195992,273.4755441695616,348.64699144439044
Libya,2015-06-08,259.0354745378611,378.1684951687459,255.20213110847573,547.2337391107344,297.90500952989464,371.47687402235437
Libya,2017-07-07,276.4582030435078,410.7212559403968,279.13544797816377,582.7312953327765,300.56189806302115,376.61927049096994
Luxembourg,2000-02-11,32.68291706792439,93.22897881892752,57.417989499603046,140.694260278426,31.62914478525104,47.13290880893549
Luxembourg,2005-05-15,35.80050101097408,89.55452934927956,53.55568997692094,140.63194643543258,32.756916359701385,48.54196949599322
Luxembourg,2010-10-13,38.355685258297065,100.33928054292404,50.95788850225674,144.32013941905262,34.95263553000222,51.11424970031334
Luxembourg,2015-06-08,45.248998455979226,107.06700176342576,52.491976269905955,154.26899342548847,41.63392490522102,57.57599325568609
Luxembourg,2017-07-07,48.37690544209814,105.70714052077943,54.08871858388174,162.0210985889127,44.95451604754153,61.00031561583511
Madagascar,2000-02-11,415.94910123510255,569.6292541856602,530.8767837299712,557.0854457610551,187.445363106346,352.6520390029957
Madagascar,2005-05-15,441.748912656151,650.4251224022416,552.0507215888504,618.945049451117,192.06436304873588,355.4879082732201
Madagascar,2010-10-13,483.11030489354135,768.5042831389185,601.0088327286102,706.2693024373095,224.4316492226783,417.66546965708864
Madagascar,2015-06-08,558.3219843767657,942.9504951159128,674.5829021799212,836.9912915048541,267.3697717239164,493.72778774076284
Madagascar,2017-07-07,595.0864148481434,1021.97230548009,707.0501316605605,898.0657995757679,284.3411891173198,523.383480331241
Malawi,2000-02-11,389.9753002792229,320.2141233175848,246.66996697166408,262.9642999434013,87.26095874769663,184.0201201129847
Malawi,2005-05-15,379.0207409196103,302.98117250065275,211.90586122126493,289.1773207486022,86.89768933395052,185.3047891400712
Malawi,2010-10-13,376.8932037893703,339.86566986013787,218.9186155462372,321.93467336200064,103.08197695174108,214.07907696092343
Malawi,2015-06-08,408.7678387820758,444.12533998175707,235.7388539922572,378.34133851324515,122.3124965836474,250.9240190457219
Malawi,2017-07-07,427.6323748225376,490.61120364170614,245.67195842135928,405.2697766045527,127.82048842965469,259.6345312511073
Malaysia,2000-02-11,878.4768543093559,1349.4337431896538,1094.5646383928834,1911.4412553125085,312.4544608054452,1002.315726380425
Malaysia,2005-05-15,1121.1421301650737,1634.0033321242838,1087.2844447627367,2102.0912144218187,343.3810106204654,1104.7546489152967
Malaysia,2010-10-13,1425.6284277067516,2007.479014304324,1203.1354161588858,2538.8625980893366,403.19057553369737,1217.3841899477552
Malaysia,2015-06-08,1665.107645540216,2439.1757915546523,1437.76649353662,3290.253624321567,510.986579140181,1358.3649842662087
Malaysia,2017-07-07,1700.3761751269956,2591.9142555455096,1599.426625692023,3707.3280660274404,546.2767851428896,1360.2303488996286
Marshall Islands,2000-02-11,3.0923857506554566,3.0771837128464847,3.6159828082799423,2.5534887454462556,0.6530774667719452,1.8936293508160675
Marshall Islands,2005-05-15,3.6399811084664573,3.6578883051167033,3.8748713845456533,2.872648284793869,0.7599981395988723,2.030820972719729
Marshall Islands,2010-10-13,4.059416439803728,4.1568241795590986,4.173717491532616,3.2709796034118184,0.8346947335694773,2.115241344298288
Marshall Islands,2015-06-08,4.546584779094523,4.669994159269492,4.443235558519921,3.7345725551086915,0.8986548365531452,2.183142424335729
Marshall Islands,2017-07-07,4.742341244084514,4.8823277584789695,4.584622929095596,3.9432562174421055,0.9249007644217041,2.2184625618789484
Mexico,2000-02-11,4238.760197276507,4064.943515343797,5685.878796546338,3676.7252791484448,1629.1105598128452,4196.3076650470375
Mexico,2005-05-15,4999.251288484644,4997.7911691648405,6262.571661520274,4793.421841478563,1934.2348023053214,4578.767181733665
Mexico,2010-10-13,5667.79717372211,5880.55186793679,6883.506408204328,6271.701385382261,2199.7602410722006,5028.8083868935555
Mexico,2015-06-08,6704.983505600845,7099.594048861571,7565.38406924554,7884.665335923528,2480.054379842331,5225.814791367846
Mexico,2017-07-07,7302.420390451516,7624.015268301821,8118.161116365366,8470.681562384209,2625.539387776299,5426.006808816899
Mongolia,2000-02-11,862.152814361937,77.62058520597573,724.7711116334214,93.18544377765829,36.05468008382061,56.073205393395654
Mongolia,2005-05-15,1236.275065145586,84.36469640216895,661.4954876527232,95.34793636507456,52.8662009704615,59.35966212397878
Mongolia,2010-10-13,1645.5522738256197,95.55570335723878,682.0769744678303,109.78303745881432,64.4362479696447,62.24750421738163
Mongolia,2015-06-08,1845.0160521094306,106.02285790753015,702.6842593158203,123.47679454091616,71.50927674737358,67.28777325157196
Mongolia,2017-07-07,1993.8579129897414,116.96667721228461,760.0744264091878,135.46706807797887,76.5805193915926,70.52596603189347
Morocco,2000-02-11,321.18015868385856,1907.8164918048653,913.3862369697467,1119.9447807777274,506.97581709469426,567.7634574071075
Morocco,2005-05-15,359.03739089871004,2302.913471746197,978.8962736074361,1299.0250539240535,561.9362108301164,614.5142002877914
Morocco,2010-10-13,429.7555874375987,2706.7341903266642,1063.2771723370745,1562.4870148439152,648.4614089728848,683.0717459840066
Morocco,2015-06-08,527.9708119095079,3085.9903999191492,1151.3869137668594,1884.5245143304805,750.0055178255182,757.7060221624565
Morocco,2017-07-07,565.9548500630722,3217.725904492869,1199.614948758205,2016.3066482047088,784.7736553794538,782.8688280528658
Nepal,2000-02-11,293.7443909984532,744.1739716766573,1031.9625699897626,607.3731948060556,285.3322490118229,558.7565377490237
Nepal,2005-05-15,366.78363350147316,882.5786211789398,1103.2022950701974,711.8690818454428,311.11489362687286,616.6868121785521
Nepal,2010-10-13,492.1635299723358,1115.6960127896186,1346.2670505315798,901.8543930462564,364.3275926079271,694.6492367643342
Nepal,2015-06-08,671.586847038953,1428.6837910567788,1596.9996604134628,1173.8074759629671,430.80555628941,778.2829348798987
Nepal,2017-07-07,721.15425151146,1535.4623435751655,1673.117712560014,1266.8274905579265,452.43539845111053,803.9722101061154
Netherlands,2000-02-11,531.7192422084122,3881.2517703144704,2436.124161483481,5118.714733386686,757.768624243267,1432.5687104718652
Netherlands,2005-05-15,664.2183006320926,3749.3865091096186,2256.3769921517396,5455.836442858707,821.91557096479,1572.0702845387589
Netherlands,2010-10-13,837.6540723528989,3653.6160730776014,2308.813821614867,5901.893940259029,915.7199801646384,1786.1084168242637
Netherlands,2015-06-08,1092.5020770282017,3733.311064602039,2336.287419664633,6281.858471478837,999.8259627758059,1799.9599757721373
Netherlands,2017-07-07,1137.9798102303255,3914.385761634505,2421.9895651125325,6580.106266814387,1029.34672733574,1870.2209311029346
New Zealand,2000-02-11,168.91964776758732,660.4378414706551,367.0132121784958,1273.5514360619086,212.2890237723292,325.76795698001513
New Zealand,2005-05-15,205.56076411243785,686.0155361296528,332.8752796166675,1346.6176843950454,221.98363496390053,348.8165990915689
New Zealand,2010-10-13,248.81045439542518,710.5944235694426,331.1704488104802,1415.6561493833874,238.17206107684558,366.29581400255694
New Zealand,2015-06-08,280.7287976830961,736.7309206147589,344.36097585544235,1497.3805764890728,256.2352291144173,390.58875183355764
New Zealand,2017-07-07,293.7136219620615,737.1059873936803,353.0085608008796,1555.431658350065,268.3921539274138,406.34938411145373
Nigeria,2000-02-11,2220.608888871419,8226.348235776102,2618.383471544876,3994.20479919793,1053.0000499279447,2285.893441855854
Nigeria,2005-05-15,2274.7807965193233,9248.97234336922,2590.020208912133,4303.236046499364,1282.0655782352458,2440.816970421972
Nigeria,2010-10-13,2433.20285364373,11186.379172927876,2669.580131824798,4852.982972600844,1627.2961160319235,2803.2443849485016
Nigeria,2015-06-08,2823.345185704986,14311.823854886708,2972.185628969225,5766.269786063736,2130.6110854547546,3457.7807300991108
Nigeria,2017-07-07,3016.4821385968585,15759.457438807549,3141.1610355499665,6161.828365014825,2330.5947382412437,3708.943596044867
Norway,2000-02-11,141.017677746902,836.4098207960948,616.427720974257,1713.0992747717191,297.6249156037058,407.7177805358419
Norway,2005-05-15,163.04731129722808,771.8009803089619,512.6327867341153,1660.1240986095625,302.6977922335394,408.54082816630546
Norway,2010-10-13,200.0459783685349,773.3724389560367,483.89799771478187,1745.5975257845391,324.0022079109712,430.2660112636741
Norway,2015-06-08,222.31900820816043,725.3650907782197,429.9112571821461,1719.7309636164725,333.9258684714842,412.25382247412085
Norway,2017-07-07,209.39809559790615,740.9444064799486,443.91990299300164,1771.0327104614205,346.65920812100717,423.7800176634043
Oman,2000-02-11,38.90901772594199,41.47006588279317,88.80140938971527,49.073142354524485,25.988606712000838,62.04224795119917
Oman,2005-05-15,42.38738602797115,48.0455736020836,77.75094771312202,54.54971601438469,25.6183747618893,57.74369944145224
Oman,2010-10-13,55.34842429606001,60.27781396267566,92.67503865297745,72.38494746565421,34.26516543404121,75.15907311150751
Oman,2015-06-08,82.99285679738651,80.89053259627971,114.17448711618454,101.00749222917584,50.99841514786417,100.27635165540156
Oman,2017-07-07,88.70436944539432,89.97021228864264,118.66425829446665,109.00932081528308,55.209779210416244,105.68394861496219
Pakistan,2000-02-11,3817.516165405412,11754.61456348046,4457.286759466751,4782.452754027379,3251.219810600205,5437.546601440648
Pakistan,2005-05-15,4577.941446696981,13369.346398989881,4719.127421838372,5595.133416791636,3720.801939637867,6098.041062525265
Pakistan,2010-10-13,5370.683346679285,15750.780154261718,4953.200845636964,6704.262247163338,4488.946855373329,7260.014524241504
Pakistan,2015-06-08,6337.367916386963,18938.110923261786,5445.142545545762,8071.090086021309,5221.595037436317,7983.439495496899
Pakistan,2017-07-07,6759.17118360699,20241.00861292362,5681.6897416538195,8662.41239835521,5464.702845072829,8193.930773646613
Panama,2000-02-11,82.3670250244346,134.18769557050007,236.27772331713211,178.42697965138973,64.29879313658789,104.46818341644645
Panama,2005-05-15,106.61129138863373,159.8278400284235,262.0575759367413,216.4104051682201,86.36274450463046,113.75941118202337
Panama,2010-10-13,134.47531032844654,206.57407426591675,302.0074435632906,273.564412149364,94.92968585431422,133.1026192017506
Panama,2015-06-08,178.80792449052757,256.92111597903613,340.3111439167627,349.177880472715,99.46519984638886,163.49002351281192
Panama,2017-07-07,191.22079646832984,274.26329713146924,345.6961393901468,368.8419737903406,106.75448530049641,163.89851113683866
Paraguay,2000-02-11,110.0368405084998,265.2726025709296,393.14265861129485,236.13009966509446,67.54106361679814,205.84032452817533
Paraguay,2005-05-15,120.98545894257326,349.33748475473044,411.98879655788966,329.7741581562485,77.53486244816126,247.1089107497125
Paraguay,2010-10-13,141.38272512751448,405.82957296032515,410.2746111929738,430.1071397372992,81.73497218810911,255.67953669568962
Paraguay,2015-06-08,163.66321953858792,465.7927017109077,410.7569723998806,495.4715509253845,90.24404491310679,261.5728836547539
Paraguay,2017-07-07,175.81124757685512,490.7521305316037,432.3983067226113,522.3953048104596,96.88202696002877,273.2031715050319
Peru,2000-02-11,1316.953415414774,1078.0636681212502,3624.5212882562787,1236.3950110087314,452.64050851413424,1104.2947752669927
Peru,2005-05-15,1510.3458328294598,1201.8051527856446,3832.446379428014,1554.0692070134558,596.3351817282937,1155.8055728647066
Peru,2010-10-13,1778.8418672221435,1449.3590892863915,4402.863722297348,1950.7217713046618,748.5409433885786,1250.6607388075438
Peru,2015-06-08,1842.8985914486664,1580.3788453211228,4138.190513187744,2115.322912574233,776.4142121717583,1305.1118487363285
Peru,2017-07-07,1980.802203258407,1682.6231203557957,4352.543196128941,2266.039646291778,805.6326245963742,1351.7108424893916
Philippines,2000-02-11,5680.028696250801,4628.012341911387,2211.5790594608548,3538.359598118696,1608.9769704331782,3436.1784233677204
Philippines,2005-05-15,6232.526099719858,5772.969897345034,2150.373310775729,4633.822440344417,1566.8508766553243,3954.8513813981
Philippines,2010-10-13,6936.5626873485935,7552.658024780091,2355.999244479281,6855.5964358648325,1663.4700108190939,4386.840162271727
Philippines,2015-06-08,7931.3601140640785,9692.486659928214,2661.5015491842696,8873.127119918663,2094.511331929661,4698.580006593799
Philippines,2017-07-07,8432.965871081064,9929.715131306497,2722.2279349757955,9007.225073403924,2204.3342786476505,4694.0166781783755
Poland,2000-02-11,1992.6107019263025,5269.126448212396,6835.321927586271,11551.426184824888,2527.1359298342472,2765.4519327050452
Poland,2005-05-15,1886.5728288965713,5476.594400392163,6454.435597532726,12802.932197560025,2753.364725121183,3036.6606295796696
Poland,2010-10-13,1968.6252333212487,5821.535680239979,6247.539132941891,13996.09969469829,2932.789273153645,3244.3013848550154
Poland,2015-06-08,2261.468336313955,6453.087370033859,6248.0593413855395,15480.693362641969,3121.178148724167,3454.423280960556
Poland,2017-07-07,2319.5768221115923,6259.788886021077,6177.70719640003,15485.95530339664,3107.584468484784,3413.881967480427
Portugal,2000-02-11,731.3447990779085,1878.865574450461,3229.9196604176427,3530.471819439475,659.0284519301872,942.0557121351508
Portugal,2005-05-15,825.1328573769324,1829.3300606070263,3002.5803589466555,3878.661625495293,719.7912353759758,930.3431674827518
Portugal,2010-10-13,1010.9204791752047,1928.7433330916974,2913.9707236837803,4257.012778464883,828.5277535099042,1024.3269603641506
Portugal,2015-06-08,1098.0481549775122,1834.9519258761627,2692.9239017121326,4271.230816929246,866.6852723404187,1044.3055937295408
Portugal,2017-07-07,1146.1644657984793,1964.7527803121804,2828.6197720641335,4528.555564815412,886.4094345856012,1085.6101975032427
Qatar,2000-02-11,16.672434652602227,17.407510548745307,14.052456669434507,18.13651693216061,8.372314725774174,18.259157112587328
Qatar,2005-05-15,23.31026275358985,24.435413991265047,16.888541070271035,23.981561259849194,11.487253361195053,21.2836061203944
Qatar,2010-10-13,36.48799206463659,41.503166758644134,23.55721106808633,39.122713406665525,20.776356896200763,35.539741136297934
Qatar,2015-06-08,54.06379972057192,58.72594842305315,30.157298020026502,54.93298358429122,32.24316943514743,55.70386005873784
Qatar,2017-07-07,63.54691640465018,67.06333536179932,34.9932506128271,63.45327719817049,36.03649003324936,61.30938707588365
Romania,2000-02-11,2007.6301153069587,2892.046717373169,3919.237294970739,4364.910257103469,1196.1155477367765,1196.8877709495725
Romania,2005-05-15,2380.6817644163993,3198.3761721169676,3971.34822210856,5152.622119028509,1373.5295201651131,1324.9353961186246
Romania,2010-10-13,2748.9853069871497,3306.2552501300293,3810.293338927653,6031.998033921062,1505.9004781897927,1396.8983122245465
Romania,2015-06-08,3045.45914156836,3426.9447501648515,3564.887022468045,6601.797799618469,1541.2671571287585,1436.745296036388
Romania,2017-07-07,3144.579058829053,3408.066447934124,3515.9649938788316,6651.476514643648,1562.4536553898904,1427.7860314274058
Rwanda,2000-02-11,290.8872520605839,340.2781221393801,332.59491744832303,217.96914183268672,130.84924091312052,217.68637422233036
Rwanda,2005-05-15,266.75600316783454,356.85163809717767,273.8659808915772,236.96113025322617,127.77426481183454,227.41139462023048
Rwanda,2010-10-13,285.4428398597411,409.5166742493103,266.2831343817048,282.703655676025,133.22899733855328,246.35183965405184
Rwanda,2015-06-08,342.1597670602144,505.8027827787898,297.0353685435736,357.07607236756576,154.14395280204255,279.32537678585163
Rwanda,2017-07-07,366.3092014707306,548.1444648682981,314.55406300536123,391.897793413929,162.53116138540727,292.6364008928812
Saudi Arabia,2000-02-11,641.1224350869495,375.09329884501716,446.51939121983065,544.449176832247,282.2021068352,583.1295217062014
Saudi Arabia,2005-05-15,694.1359820169998,477.74604232051774,480.5656029211164,765.9351853967677,323.5107653492766,680.4596545011186
Saudi Arabia,2010-10-13,772.273155689421,616.2766212413297,570.6073426714772,1069.1085867853626,399.020992075366,787.3857732674561
Saudi Arabia,2015-06-08,853.9712512305249,809.496952430709,590.4283714861873,1260.670192854326,516.4761321984342,883.371448878589
Saudi Arabia,2017-07-07,908.7984705561067,905.4950917587456,614.3120139256843,1355.5784939038804,567.9894589592556,928.5006294398974
Senegal,2000-02-11,855.2471699219334,381.1786592102665,480.4338293024888,324.64670557718733,76.46630579915052,223.01087554633384
Senegal,2005-05-15,919.1927647184793,455.9717907049134,579.2662931953126,337.9946029327235,99.81644658107206,279.5670652166883
Senegal,2010-10-13,1001.7531104797124,527.3211754358371,672.2745972490392,385.25658230997277,111.18021976278351,304.09125994524106
Senegal,2015-06-08,1068.1337505598303,656.4217012076192,802.4302344843661,484.92502177651056,134.58943736651761,354.1763433950074
Senegal,2017-07-07,1086.4691903260043,702.9089284895456,843.3017206667657,520.1626731319463,142.52679737026872,367.7869580535797
Singapore,2000-02-11,388.68957178279715,274.23582613631913,369.2350452748394,586.2030747599334,40.646410010437066,121.96779123614188
Singapore,2005-05-15,409.92152567062095,324.3955808100291,325.94471942583664,625.0007103047623,51.11046029814539,132.82966885970527
Singapore,2010-10-13,450.33110302146713,358.179639278993,310.91092811008383,684.5094610333357,68.38246519129545,144.76893992426906
Singapore,2015-06-08,518.9705401322525,395.610020672218,320.7102045970697,795.8442105017806,86.67272201645619,152.77248841880794
Singapore,2017-07-07,566.816785607463,396.47538849928543,335.53594118224623,845.9373087357062,88.70052042513643,159.20335383733874
Somalia,2000-02-11,346.2895386998001,363.1017761547222,427.4978800929114,415.4607115175648,131.7678016256448,272.65392231044393
Somalia,2005-05-15,385.6111481883692,404.80145168455766,442.09528022916527,479.7205176729908,143.5456366258406,305.7180895023687
Somalia,2010-10-13,440.1256018252437,487.7363247581811,486.43020318865763,574.6617447602426,185.7962666581965,408.95374383650704
Somalia,2015-06-08,500.0073836528703,592.9884420435709,533.9402164640857,666.2255110304833,206.2090967375094,466.36585786248565
