Entity,Year,0-4 Years,5-14 Years,15-49 Years,70+ Years,50-69 Years
Kiribati,2005,0.7724479021505093,0.9243916202913184,22.06590417831211,18.599819271255924,28.923956993802147
Kiribati,2010,0.9191797233364531,1.0021884386886144,25.052103502257328,20.56952771963948,34.97114771632816
Kiribati,2015,0.8174703568586067,0.9836115573904538,25.66970638251506,21.788719960611626,41.07847500410254
Kiribati,2017,0.7880449175982737,1.0107989255377527,25.747295382764644,22.024337647151885,43.63041377396857
Kuwait,2000,9.846081759342985,14.013670833041685,169.87689858042918,200.08924413975063,205.90206281815966
Kuwait,2005,9.048912723284104,14.079605653037124,189.66360647804157,277.480493431956,239.57993997750359
Kuwait,2010,10.272070190372922,16.50648759984351,229.98731282100186,304.23438312354625,299.20354535670447
Kuwait,2015,9.12534120054166,17.02083518992434,273.3647033438805,363.7435377650686,407.4933937906424
Kuwait,2017,8.57317090528595,17.02222799661843,307.3108272533863,423.89423550103567,476.07315889213487
Latvia,2000,5.560976925145441,16.62339429946947,474.912375517336,2465.0796354612453,2613.691220010888
Latvia,2005,5.2570434276890765,11.104201726225002,484.0914309557597,2984.4105113180944,2660.891352154445
Latvia,2010,4.881883468205737,8.766229861971125,369.9262058716268,3282.784625193705,2342.821336760799
Latvia,2015,4.0614637642966365,8.051024388338602,289.8558745481401,3291.346286138683,2135.223361761361
Latvia,2017,3.809784871929452,7.622806932076392,280.3956272320359,3180.310248944845,2148.548517847227
Lebanon,2000,37.963162121198394,94.80045733658251,747.1988882543277,1485.6449514342844,1777.0635688238324
Lebanon,2005,30.14031953606168,84.5856049340657,806.0476114834752,1980.9251450453128,1961.0930080089997
Lebanon,2010,29.277757121228014,87.48938962317237,993.1030087162667,2482.0085464648278,2228.0495568986794
Lebanon,2015,32.45634928438662,97.30805964585859,1372.5560819502455,3026.19149135074,2650.892713570713
Lebanon,2017,30.74227049901765,96.0001927043275,1472.472227922047,3302.7300019205754,2801.182412504525
Lesotho,2000,6.175957515168017,14.624954804457726,304.4935611255322,584.8454654162728,827.4494323653455
Lesotho,2005,6.921645807236351,15.451495275681118,353.383067340682,622.3666821812748,918.9066971168137
Lesotho,2010,6.735378233843018,15.828531163251952,336.8624331767291,603.4039451668967,900.2548647209703
Lesotho,2015,6.91118207373027,16.019319431344872,347.2941289712548,604.9920487311435,915.5753650371292
Lesotho,2017,6.492557731735968,15.411985632435126,326.3232166872212,580.838823665743,868.7822297030664
Liberia,2000,42.86112715426675,22.15229306288844,273.2560430989247,568.5259147384387,531.9480154313244
Liberia,2005,41.64779472913255,20.05952770034075,289.2194195695251,616.8945800070823,553.992362188284
Liberia,2010,46.573748536488154,26.12508932522882,360.5749717804631,656.0759381605748,648.0721588226345
Liberia,2015,57.59167331210666,33.01990761399564,437.5194149155784,709.9135902032739,769.5197957891094
Liberia,2017,53.12131477672439,33.63621737188865,464.2227655910991,735.1410063347491,831.7721512779892
Libya,2000,46.844801494379894,80.06747210804463,704.1224483374052,1039.5856438098426,1265.8602931991775
Libya,2005,53.12986226352174,82.61914287863874,826.9602027424071,1206.7500598873062,1395.7353848375697
Libya,2010,57.59834279574161,109.58359505928837,1181.892168609768,1746.4211690741806,1660.6412090926467
Libya,2015,48.84448899869703,108.1318814631065,1390.8982451232953,1750.8517967020841,1996.0200804523831
Libya,2017,46.422016540551894,96.3209592805854,1414.355426818392,1803.8914896902413,2224.6208908229464
Luxembourg,2000,1.0665786069337295,2.00496637423917,76.08093825637044,593.8126002511299,358.4366041940993
Luxembourg,2005,0.8541618775127752,1.7421407075492912,71.76216524107059,631.6527663822185,347.1838226044512
Luxembourg,2010,0.7726709945140926,1.6962435867301562,68.06750538356853,680.9543924734667,352.6649429917257
Luxembourg,2015,0.7146120472860703,1.7448502129432475,71.76193418389241,769.0082509842398,404.06591906125334
Luxembourg,2017,0.6930566401934469,1.6941174758018862,73.68251659333485,800.1914118865977,429.756550042248
Madagascar,2000,338.0476951863709,333.69010909206236,2201.956606307486,1932.7799381015875,3242.2646502793186
Madagascar,2005,320.82540418597375,240.78375555484112,2307.21562757751,2028.927072610392,3530.4433011179326
Madagascar,2010,354.35178013769746,278.387643588164,2631.3562197189967,2049.7975822655208,4114.718648640536
Madagascar,2015,407.26938443425973,310.696201242456,3029.4783231669,2224.4149143673512,5038.503735737073
Madagascar,2017,414.01662035248876,322.39739599867266,3201.2863167112373,2360.503715652915,5441.3373760623335
Malawi,2000,456.4342387088916,219.06812715399437,1753.8905826418743,2147.5087080582957,2987.3332667044037
Malawi,2005,522.8122430849597,255.2430057833084,1702.79586416922,2306.761968456182,3027.8361453767743
Malawi,2010,602.8689508724128,356.5089580785041,1800.5017842176956,2474.4877852862633,3152.452327172265
Malawi,2015,672.9481334126551,411.39239957330267,2104.249421716197,2858.333268299636,3534.280573726558
Malawi,2017,636.9021606443713,415.4123843668963,2271.601599692515,3055.3012208896253,3713.382944603531
Malaysia,2000,103.12028652825614,272.10688222651765,3014.775087047989,5595.978347999896,6346.5277970708585
Malaysia,2005,99.28702024843399,256.4427696283529,3237.5376422746813,6378.960889121911,7438.791226717813
Malaysia,2010,72.40508398853477,216.0905162637277,3461.055992527577,7987.559176278046,9088.302756965422
Malaysia,2015,77.03174318279838,243.49956348609874,3809.826848725572,9903.034631870472,11168.682378593083
Malaysia,2017,61.529758968252295,236.1102410225229,3893.007500880035,11023.718938599952,11842.190571863792
Marshall Islands,2000,0.35572457624695714,0.6596925337883022,11.473409655299788,8.013702585008119,13.228053564798376
Marshall Islands,2005,0.4095331262372511,0.638145749257198,12.959071944787064,7.783327912696568,16.64873193199036
Marshall Islands,2010,0.3702702568741387,0.5884571532156303,13.534294103046731,7.841554916836345,20.79571094382912
Marshall Islands,2015,0.3120736675444314,0.5548409251874219,13.881754837254162,8.765565929067067,24.515573278014728
Marshall Islands,2017,0.29213745693989634,0.5433818606386212,14.00458828768854,9.640163702513247,25.68190847639882
Mexico,2000,1081.0219090208566,1499.0123631523131,11139.118426389276,24619.12092798596,21958.591729686104
Mexico,2005,967.7894415814463,1483.2794883276115,12210.449356629819,29767.807567534404,24941.86889464485
Mexico,2010,805.4861467502359,1424.5881141885602,13821.090022421875,34762.38882824018,28392.026902187237
Mexico,2015,790.5458634276623,1318.9786976710445,14229.187407184405,40657.1971630724,33822.666908367006
Mexico,2017,750.9067593077381,1292.754770980753,15028.648580972185,43329.28794889584,36879.972272048406
Mongolia,2000,16.26848005597728,27.061802346893877,566.0449664296685,997.5433651645067,1608.9692877386674
Mongolia,2005,14.219103869273033,23.42369408717013,674.6797486325697,1152.4972130779504,1566.6651339254308
Mongolia,2010,14.182475530283618,19.55152292177558,723.615604635523,1393.9992579833965,1867.5068967326188
Mongolia,2015,14.142865660785734,20.761688670068104,728.6741870809618,1414.8067976725195,2249.652521993284
Mongolia,2017,14.816749283468894,21.39129326095399,753.1285817665602,1496.333980747656,2525.2660002162647
Morocco,2000,181.60310909101062,418.8772017340026,3411.1247295585044,4838.630424798775,6481.772186220922
Morocco,2005,164.56829144970303,376.16194602745264,3853.0510923777065,5631.108371844305,7344.459595314654
Morocco,2010,167.1290835894496,364.4881525484252,4201.024323888928,6717.054429394929,8624.784404811722
Morocco,2015,154.40998756336128,365.59304836630656,4350.69596232986,7865.067509753367,10495.349399024446
Morocco,2017,142.0339305245337,351.2113188859412,4404.554726579857,8280.009797348086,11327.090263554082
Nepal,2000,156.337245788826,192.89380936557203,2062.084927104038,2943.5373227458367,4640.4884635370645
Nepal,2005,145.24782604038617,214.8638368638345,2106.782952650768,3637.5345646569203,5238.3033816761135
Nepal,2010,123.2828789289497,222.20189375881043,2351.2100684289708,4749.155608299389,6512.6229482837625
Nepal,2015,112.52221306445792,210.36094357872597,2728.501648644057,6197.174952037941,7998.8128675619055
Nepal,2017,105.86861881106483,199.42772846138988,2835.8541683102953,6708.844885123244,8464.541675104401
Netherlands,2000,39.093898224525,67.84252462237241,2785.9439539884715,23852.574481632677,14049.637336920812
Netherlands,2005,37.13053676696488,62.51836514017282,2581.191469572876,25337.25192418724,14559.679204628137
Netherlands,2010,29.97483725770586,54.3509112609426,2316.3913612778697,27943.31141683376,15965.804663927836
Netherlands,2015,25.56158570970259,45.459486476497965,1981.380011721182,30989.07768798957,16552.852888380174
Netherlands,2017,25.394363126006517,42.36164205710423,1945.4707215214664,33122.02945671587,16718.289271417263
New Zealand,2000,11.686790995723188,23.66891497694734,571.2900170145393,4617.896454873158,2530.3198006097477
New Zealand,2005,10.400569765428843,19.165476669277208,598.3812439659807,4889.220531533744,2629.5264245210387
New Zealand,2010,12.116468267564022,16.341903213621524,603.9429382155048,5301.017484970999,2857.4073623480717
New Zealand,2015,9.621555393551347,17.468032462062098,541.4603052076885,5833.365488860148,3058.0160702854682
New Zealand,2017,8.918145187492806,18.394527605857693,545.2379922587523,6076.967933682931,3188.542609817652
Nigeria,2000,4323.331545845407,1575.5198031767925,10311.429609375491,22901.197316334237,20378.07038724237
Nigeria,2005,4285.291114236814,1730.1557436538428,11471.041726995307,24984.80486528109,22202.6918887976
Nigeria,2010,4657.4648529677615,2322.2474618547376,12897.306693779798,28857.928168393653,25554.924215874213
Nigeria,2015,6368.195109314319,2874.1592100946173,15245.478054687903,33858.74998405465,31636.161333867643
Nigeria,2017,6828.666175391501,3153.6832005430792,16292.420239656987,35396.319836427945,34884.11365382852
Norway,2000,10.521686025708505,19.50828342785053,637.7387690460139,7234.869123168125,3050.195609673476
Norway,2005,7.749396281703131,19.069202016450568,585.5766387804792,7053.920899482536,3168.2793361607505
Norway,2010,6.872292882746758,17.025614162859906,558.3438934534406,7261.2661888116345,3584.133632043213
Norway,2015,6.0753856045950725,12.783844152875119,486.31568809763877,7250.617206467804,3541.948397372081
Norway,2017,5.822512137283224,12.561295997481995,485.8828369917894,7540.452751958756,3566.2110558633917
Oman,2000,9.448989670337648,22.1781399353401,168.0079989408302,200.01151194365352,257.36975257739
Oman,2005,6.028838011169316,15.260976955188086,173.4819304299171,201.81636129873158,268.2805095425573
Oman,2010,9.78308998027505,19.02785382571761,216.70557641426856,280.6412080244537,342.9695080927341
Oman,2015,15.0795776633411,22.686903842867714,325.53169198259036,349.0521915086785,483.69014658178736
Oman,2017,15.455747125514204,22.84755396691223,357.8191486668882,368.1901319318928,512.441874868414
Pakistan,2000,2982.129206763795,4580.779865666805,25249.944727575854,24671.710942759484,47104.857442258515
Pakistan,2005,2754.3430685506873,5398.289610215411,30166.11385747875,27668.85865731574,53034.09886901142
Pakistan,2010,2971.574888412566,6580.894401804937,35886.604718773226,33056.11525630799,60007.75400776199
Pakistan,2015,3058.592642653113,6707.655669402087,42028.394645767614,39912.11122764172,69727.79393464769
Pakistan,2017,2983.6365114388177,6636.3482859695305,44271.23694651732,42927.14964467679,74168.33045460166
Panama,2000,24.20012901561181,33.86768279658275,310.1244085349227,999.220535763809,700.2625121370897
Panama,2005,23.78199993155264,36.37074689463103,352.60410959002985,1185.3904850520246,817.7994968259729
Panama,2010,23.226374956504067,38.651758725080256,412.23304057909485,1398.9040349223142,977.084998227113
Panama,2015,23.944654878596683,38.427695103398044,440.59344256462873,1685.4896112011475,1170.351107419875
Panama,2017,24.476845109793448,38.58317487374842,455.1130981329042,1788.805655645746,1211.5262973851966
Paraguay,2000,31.709704781195164,71.01649567760529,639.1943802518338,1469.3425809977753,1302.1999961217966
Paraguay,2005,30.66030580754645,83.69195242117462,727.6752450165504,1822.9920290757395,1599.8206020783246
Paraguay,2010,21.218027115639433,66.38219492573029,764.424080369545,2109.290658087179,1898.4503845516479
Paraguay,2015,13.728990757897975,56.09993244579103,800.2737573088934,2311.312722686509,2161.642651795265
Paraguay,2017,14.089174240180158,56.128225917988495,826.1640456024429,2445.558856447697,2307.4589609396617
Peru,2000,293.4761580301356,429.35412232071434,3499.0309512393687,8448.356977411391,7060.726138863194
Peru,2005,233.01952339065488,379.3682663946472,3637.3972922427147,10114.567468179248,7582.715298862207
Peru,2010,183.17949913626302,360.2728585832823,3933.8136186701427,12571.82034680295,8914.317682758892
Peru,2015,159.22680311169867,336.8171745396287,3697.71220619415,13527.090087364482,9121.585155548904
Peru,2017,159.04201965559554,338.58808236710894,3774.6719022847933,14528.780010788072,9711.795151354056
Philippines,2000,1075.8237577862017,1422.6331581087109,11561.882748576189,12399.456237482369,19884.697409679677
Philippines,2005,1236.3260393851226,1573.403380460796,13557.802217898909,14994.410723900846,23336.387065288836
Philippines,2010,1134.1439273736612,1493.8813041888855,15108.197191189678,18394.709802483696,28025.157042173527
Philippines,2015,1074.7906342552378,1520.8818975085494,16660.22361161556,22094.910277143925,34897.75248050111
Philippines,2017,999.5652264627723,1460.7900240717474,16930.958746209584,22922.458610827944,36966.54127802812
Poland,2000,78.96903716362408,201.31373432202943,9151.91504106806,40903.60733079904,39383.628528656525
Poland,2005,63.930084708822854,157.8268352260696,7688.919646832399,45989.8676506733,40481.332674184436
Poland,2010,64.40292407768426,122.35609345682484,5935.126799115263,50040.39298086097,43649.33240554762
Poland,2015,56.803777522631634,109.18402712261593,5444.527141358737,53793.72002485339,50340.9184324497
Poland,2017,53.343364598964264,101.54172504659704,5421.370402280505,53637.032284962996,50052.63854994701
Portugal,2000,33.13684333820167,63.93797918298845,2111.9239787319657,14161.331545946328,8368.150787464776
Portugal,2005,23.582956048920554,50.13615332096305,2013.6316926133036,15127.188088779309,8395.653272366959
Portugal,2010,17.672957883473888,39.41970197559088,1944.3732607933407,17159.170098319082,8786.027163986171
Portugal,2015,15.005084221421106,29.922007381372232,1503.2598858112588,17819.30644000248,8793.360093776568
Portugal,2017,14.095069348597043,25.708762449601554,1482.4273320928626,18850.84652483521,9226.735011066932
Qatar,2000,2.0233488113256914,4.293591447221864,47.08082896411594,45.32481688316528,89.72767785501128
Qatar,2005,2.2442151048518006,4.300539004746364,63.516134992739566,56.201354816468324,122.45263590679392
Qatar,2010,2.795281260598047,4.799629388813505,123.71167328523957,77.7107591982047,189.1834537478649
Qatar,2015,3.295292281783619,6.123620526177125,179.37801579177312,98.58284397518965,286.47397463005814
Qatar,2017,3.4805374513757785,7.01547523691059,196.7172923456356,115.45892637100144,336.8330259347939
Romania,2000,82.52335332779569,190.0769210522718,5382.528157416348,15153.724361216846,19625.5329752074
Romania,2005,68.48560812204373,128.91105590315323,4985.344768918407,18827.584217272604,20914.672943890157
Romania,2010,55.972437141137135,102.32340306827874,4304.766433478351,22262.262831771914,22203.421699010025
Romania,2015,43.720412478629214,87.42494466219776,4110.339048510759,23465.32410958821,23111.276426285123
Romania,2017,39.888418120571494,85.86041437221375,4238.633912624264,23250.52422796644,23614.0329026168
Rwanda,2000,301.86984160369127,171.87879701624126,1295.1314499073628,1026.4544365206386,1963.501694980744
Rwanda,2005,260.58549434598945,173.36116556667827,1134.9989524443326,1088.1502120033838,1888.5432855612808
Rwanda,2010,255.03029684784698,164.57553577294627,1109.4969057378876,1294.4393338699906,2114.175850264172
Rwanda,2015,251.16664652272183,180.22009797448777,1240.7864406499798,1595.267828204735,2613.653274480739
Rwanda,2017,255.9793455218148,176.97475388852496,1305.660451586385,1731.229452087178,2838.052579951274
Saudi Arabia,2000,195.7643306829201,188.13509276867654,1387.296577320111,2164.5210513700613,2239.654664002225
Saudi Arabia,2005,165.514580035026,170.4896571137351,1734.7378180331295,2533.355076495844,2845.333817132467
Saudi Arabia,2010,126.06006169338373,136.69275097796518,2297.037440264863,3027.2846188749645,3977.259565455444
Saudi Arabia,2015,99.85018708114369,114.04759446993992,3227.026109623507,3004.0331360418986,4628.613244266425
Saudi Arabia,2017,89.73851780156386,107.78169842769964,3604.451900938509,3098.6950553867277,4942.678969104254
Senegal,2000,184.70739740859239,89.1718551853821,954.2302104372003,1854.1025975534494,2061.081131824771
Senegal,2005,231.49430239818767,109.94636392829088,1078.8821424934952,2305.3386750627387,2430.8368564431685
Senegal,2010,200.1863841747346,113.24770430561308,1171.3923848895067,2750.0467695769753,2864.6823956841686
Senegal,2015,210.07853355798562,130.4529471757603,1322.3395155076496,3292.232915179741,3518.412606262207
Senegal,2017,204.92111709969586,133.37205864195369,1380.147948004288,3449.653424761089,3762.434786014502
Singapore,2000,8.08746524108088,14.9396793685336,546.9347936490773,1733.7582732603805,1637.5777318327907
Singapore,2005,5.583862070931794,15.902501964502505,534.2329259646475,1869.8445083816825,1744.7730791648214
Singapore,2010,6.945328443146258,15.585290330893395,503.73527171958716,2113.479388783089,1903.3334605302484
Singapore,2015,5.7201136531336605,14.022241358684848,496.5328803580648,2450.478277369645,2182.1384912253125
Singapore,2017,5.185846904598419,12.572749728192148,484.7064141740963,2659.554686540315,2286.9444432460173
Somalia,2000,365.9498250604151,165.43494548317082,1639.7169905341946,958.8172968213756,2899.934632369671
Somalia,2005,334.8128512231171,188.974806201988,1570.3807369240415,1108.1562346950902,3315.9510971789477
Somalia,2010,454.0488761606706,288.3301391389414,1733.0095862277244,1371.3495238600135,3870.844058389089
Somalia,2015,451.823723861634,325.1364464472105,2098.4087571206,1728.781309616926,4218.573665008625
Somalia,2017,454.3442714299605,333.2741529172758,2316.206261849177,1917.1343885625015,4278.4634680436975
South Sudan,2000,164.48740485160005,88.2334018005788,901.9484337556024,1099.1742327369793,1658.8687017370721
South Sudan,2005,186.50285423807233,105.9487168455872,977.8434828082338,1089.2073085448121,1643.3278555054285
South Sudan,2010,245.52212282314733,141.466408144398,1160.805778928783,1124.417682705623,1777.0404207442334
South Sudan,2015,293.2942068868928,168.4642927645076,1237.8472351169016,1179.847087942752,2030.6790020157507
South Sudan,2017,275.82967110960874,166.55364274177495,1268.001963685099,1201.5600286910899,2182.012943683506
Spain,2000,73.86330225379241,177.36351664311726,6729.38823490643,57102.00790608809,31305.505103671054
Spain,2005,80.93402546548272,154.66165046395682,6902.896209157541,65243.84514740863,30838.94101368384
Spain,2010,83.45793196050144,147.71653587215627,6470.924479890128,70200.85945131702,33174.639964072114
Spain,2015,67.72698530804789,144.50856170488174,5589.309524272112,75673.07989487759,35287.38839603185
Spain,2017,64.99510562826468,135.57905568283093,5260.010180007673,75167.70328773987,35028.98927213195
Sri Lanka,2000,69.77004257086766,109.38439108566105,2038.366759057469,4405.092319749805,5524.776608436234
Sri Lanka,2005,101.56754785575626,99.20389595202732,1949.4556162808428,4504.697120008637,5768.56781307234
Sri Lanka,2010,62.69556139339797,87.69707838913129,1885.7648774963345,5223.022979683702,6495.154210827763
Sri Lanka,2015,57.524013487352136,84.82777811571505,1868.150074057384,6514.383892347292,7594.191661370367
Sri Lanka,2017,50.613623731008424,80.96185135823693,1870.1282836940034,6915.403692022315,7710.945023732041
Sudan,2000,482.31541149058893,336.6070102859249,2038.7821034940466,4015.299603218761,3691.450345248302
Sudan,2005,538.0359390385274,411.77129020067895,2226.190408472441,4365.412532258402,4114.234189770496
Sudan,2010,539.1782977539922,484.08330738756734,2535.9818073598167,4723.512322719469,4568.27344588397
Sudan,2015,532.0854890271501,576.6287924448045,2878.1611714750875,5249.685687283932,5211.781963184756
Sudan,2017,499.59126064786216,584.253554664135,3017.730595946024,5517.8674887482175,5551.194364210282
Sweden,2000,14.488985871259393,37.516189596777075,974.0003942370756,15058.685920564643,6201.540781470843
Sweden,2005,15.609297031262278,33.2744762701971,901.9165518055127,15342.922325075215,6662.058845358981
Sweden,2010,16.15248410795286,28.826729817437467,858.8459653053427,15532.722234859886,6931.6797734991505
Sweden,2015,15.223621890747044,31.992038166049277,835.6803771673773,16507.044781551638,6520.675159294052
Sweden,2017,15.084022550652927,30.860259353567415,819.1862874674312,16958.953217043538,6228.874439467348
Switzerland,2000,14.176227740357628,29.55302900983387,950.8097499592744,10018.501402868542,5390.377487016417
Switzerland,2005,11.261722225909775,26.945768957462644,926.754718675197,10226.063560431345,5285.286517759966
Switzerland,2010,9.879458226372703,21.001578322951268,869.8914738169838,10981.730288416536,5616.952968850028
Switzerland,2015,10.959047155659313,18.493559049028022,723.8442108692009,11791.63591749741,5436.3447913430045
Switzerland,2017,10.309747216486489,18.497831895493697,686.3512566525387,11876.361795766508,5290.5676536107285
Tajikistan,2000,49.96882079186776,97.33597271372494,788.3807203259677,858.3705927835234,946.6892005071657
Tajikistan,2005,47.042478510802965,92.64248332461732,981.2891960307167,912.4947805940095,995.5622462351254
Tajikistan,2010,53.492302075619534,93.50349830025469,1163.883243345943,1109.2259401503316,1248.4827094954805
Tajikistan,2015,62.823035373760916,111.80796434612115,1302.9400172094693,1156.344595266521,1740.5668183689374
Tajikistan,2017,63.210839660483124,118.40738460151366,1367.7766189956924,1163.114334944488,2008.232535901202
Thailand,2000,315.07405490396,660.2107891286862,17186.61707672872,22187.141136953458,30045.750624477016
Thailand,2005,273.3126795567,511.43099243575017,15361.860310112595,27804.074983768278,32333.35795411052
Thailand,2010,194.77995819827075,354.5784531612455,14187.62248866988,34384.1398045229,36762.37085111599
Thailand,2015,167.31271634758357,305.55887344121084,13535.030819223915,38775.87290400743,41331.337991422864
Thailand,2017,159.46975977077525,303.95260450310576,13625.175609499485,43417.37236978834,45090.39242549903
Tunisia,2000,63.29983785976301,106.58601876194851,828.6006364427136,2758.434528006321,2461.007744139535
Tunisia,2005,54.23151952370921,90.30938060008238,952.230538095182,2998.602545418139,2608.301129284283
Tunisia,2010,48.89754565945596,77.76812038936626,963.4989043245088,3559.5772086777974,3034.5599615023466
Tunisia,2015,40.601919454855924,67.90903542252714,958.0449778205948,4159.944562939535,3692.1626431313894
Tunisia,2017,35.77792552368083,65.21338329553113,964.2147576426074,4377.30151205612,3966.857882162118
Turkey,2000,1171.4644510804922,990.5684102525805,11851.352661941592,21236.023001380814,31227.61325235644
Turkey,2005,903.6317150391897,854.1082176621723,10661.590374562573,27771.71925127225,33352.420841041465
Turkey,2010,622.6716904636288,764.5612704732557,11336.356502066112,34377.36745078021,38868.91638745723
Turkey,2015,434.77908561008684,675.092229839443,10711.762626647942,36988.09183522213,41981.87768907879
Turkey,2017,385.0353707612492,626.9804133324843,10758.65331340588,37930.76638505477,43058.556723629656
Turkmenistan,2000,34.88176159832424,60.837116726646386,564.3439457275922,599.2978260204487,898.7415417121013
Turkmenistan,2005,28.644504456555318,51.812357387161036,714.2528013867031,775.6035629864771,1060.1945190536878
Turkmenistan,2010,31.56753643854564,49.83491394705429,739.2389440311957,817.7257907123842,1134.5143242667466
Turkmenistan,2015,29.786517117732945,54.84467941659553,827.7895512520648,886.7536113781105,1564.7793483950643
Turkmenistan,2017,27.69023288498654,54.53282652121246,816.6544732613561,890.5525385441672,1735.1045235243844
Uganda,2000,890.5831533203836,496.3629459757256,3204.195362844504,3455.3800001166987,5534.133853186489
Uganda,2005,1026.9960377917098,597.8982954089687,3439.191410904557,3858.835783889321,5932.639968299664
Uganda,2010,1110.06308680813,728.884563523728,4093.211926842597,4546.4921915526675,6400.948529747538
Uganda,2015,1276.3897464557526,895.029915406872,4762.393965609901,5307.112274903146,7473.2234639068765
Uganda,2017,1189.0730786522583,900.4868744478033,4933.936693790225,5638.577161887484,7997.396390825814
United Arab Emirates,2000,12.601330080832925,26.244414513758816,433.9738859864345,227.61986488490732,530.2952909670578
United Arab Emirates,2005,16.595097056748873,26.062684340910486,602.735385257103,259.98798084314393,708.1312267622204
United Arab Emirates,2010,30.664637457750192,33.43152176681343,1273.6873810348995,310.8584676767166,1046.0694501112364
United Arab Emirates,2015,30.908786970989514,34.85488936602177,1721.5793337444113,367.68592938561613,2079.3252392226314
United Arab Emirates,2017,27.581882178205557,36.13790035704096,1895.1528599496191,412.8842829070217,2735.688423604385
Uruguay,2000,16.742702208402402,27.122012864932838,653.6761451519641,4715.763357993103,3118.205264190046
Uruguay,2005,14.574893895942964,26.063921183650013,621.89278579336,5150.129834253092,3002.5023924348857
Uruguay,2010,12.453053166875382,24.898189578095973,624.2055638096402,5406.664742578947,3044.79677976934
Uruguay,2015,9.776979222067787,19.08801689622036,597.9776944767771,5570.330309585178,3140.2238769073515
Uruguay,2017,10.349427553100393,19.568371080943088,606.2513502350704,5716.403234019633,3223.4063937069427
Yemen,2000,236.8821293439328,272.7650133023541,1493.2632154307892,1896.7747206047518,2767.2805338629983
Yemen,2005,254.94145944653587,313.09847050955847,1737.3301339191862,2379.9741004661914,3293.1425460136843
Yemen,2010,261.42485043682444,380.89695480966606,2017.3106911912744,2915.392180189824,3896.702617523111
Yemen,2015,258.30489203356706,414.58979898385263,2382.584200498477,3512.6907897746155,4526.385907579947
Yemen,2017,248.785183880127,428.39874531039527,2602.932807105068,3797.166314506157,4864.860547614214
Zambia,2000,337.0275941133354,220.7511317385908,1527.4985587806855,1612.7255292615955,2470.5987155870303
Zambia,2005,365.2252168653254,236.3859715652077,1439.6395418986172,1673.8106513790826,2202.0964212566405
Zambia,2010,403.9649584580326,281.20621784766973,1712.4722085582714,1925.5319906111802,2536.220606531124
Zambia,2015,425.78632599798,302.8347144789867,2061.6249221803423,2266.6497245423075,3099.4316264153163
Zambia,2017,431.55325402818727,309.2605524896043,2252.3259737221483,2441.570156309346,3391.284679392053
Zimbabwe,2000,134.19894296239607,178.87423403086942,2243.573564046992,3471.6232918154533,4192.459304485151
Zimbabwe,2005,140.63135074725494,212.77473290917732,2741.911348141496,3489.4188137304577,4899.137984614623
Zimbabwe,2010,151.7086942507064,231.8246201036651,2589.3619467659805,3081.949753171726,5049.437823548033
Zimbabwe,2015,162.12019044762363,245.61957419892985,2507.225932306991,3020.4272544586343,5070.436357216107
Zimbabwe,2017,160.9306384829894,249.43561790266529,2620.8710146400917,3169.591069584303,5238.9943907682455
